order_id,created_at_utc,channel,amount_cents,status,deleted_at,customer_region
ORD-005138,2025-12-18T17:22:13Z,partner,29629,refunded,,US-W
ORD-005139,2025-09-15T22:25:10Z,mobile,20098,active,,US-W
ORD-005140,2025-08-05T15:36:13Z,web,73503,refunded,,US-E
ORD-005141,2025-04-14T15:44:44Z,partner,36026,cancelled,,US-C
ORD-005142,2025-01-19T15:57:49Z,partner,88739,completed,,US-E
ORD-005143,2025-05-27T16:20:26Z,web,71605,refunded,,US-E
ORD-005144,2025-02-17T15:18:25Z,partner,15872,cancelled,,US-W
ORD-005145,2025-04-11T19:20:02Z,mobile,4011,refunded,,US-C
ORD-005146,2025-01-06T17:05:13Z,partner,74479,refunded,,CA
ORD-005147,2025-06-20T16:49:39Z,web,6977,completed,,US-E
ORD-005148,2025-12-10T15:58:30Z,web,52010,completed,2025-12-13T06:58:30Z,US-E
ORD-005149,2025-01-07T17:10:23Z,web,2630,cancelled,,US-W
ORD-005150,2025-08-04T21:24:21Z,mobile,58341,completed,,US-W
ORD-005151,2025-05-13T18:37:05Z,partner,56953,active,,CA
ORD-005152,2025-05-27T17:51:39Z,web,11054,refunded,,US-C
ORD-005153,2025-04-08T22:37:37Z,mobile,44577,active,,US-C
ORD-005154,2025-02-02T20:50:38Z,partner,28485,refunded,,US-E
ORD-005155,2025-10-14T21:19:15Z,partner,33020,refunded,,CA
ORD-005156,2025-10-10T18:03:20Z,mobile,21658,refunded,,CA
ORD-005157,2025-06-01T22:42:48Z,web,13610,completed,,US-W
ORD-005158,2025-10-18T19:02:45Z,partner,10795,completed,,US-E
ORD-005159,2025-02-17T20:27:40Z,mobile,82031,refunded,,US-W
ORD-005160,2025-12-01T23:22:19Z,partner,72592,refunded,,US-C
ORD-005161,2025-02-19T15:04:50Z,mobile,3052,refunded,,CA
ORD-005162,2025-11-01T21:56:19Z,mobile,50187,cancelled,,US-C
ORD-005163,2025-05-04T14:44:17Z,mobile,30308,cancelled,,US-C
ORD-005164,2025-11-22T18:32:58Z,web,31713,refunded,,US-C
ORD-005165,2025-10-26T17:59:44Z,mobile,8154,completed,2025-10-30T22:59:44Z,CA
ORD-005166,2025-09-08T17:12:27Z,mobile,22756,refunded,,US-E
ORD-005167,2025-02-11T15:36:20Z,web,80973,completed,,US-C
ORD-005168,2025-03-30T18:34:19Z,web,47032,active,,US-E
ORD-005169,2025-08-15T20:33:13Z,partner,22730,refunded,,CA
ORD-005170,2025-05-26T16:32:50Z,web,43724,refunded,,US-E
ORD-005171,2025-08-01T21:29:48Z,web,34916,cancelled,,US-W
ORD-005172,2025-08-10T19:58:46Z,web,72765,refunded,,US-C
ORD-005173,2025-08-19T15:43:34Z,partner,30289,refunded,,US-W
ORD-005174,2025-12-08T22:12:08Z,mobile,11429,active,,CA
ORD-005175,2025-09-26T18:58:35Z,mobile,81066,completed,,CA
ORD-005176,2025-07-14T15:39:27Z,partner,62818,active,,US-W
ORD-005177,2025-06-10T18:34:50Z,mobile,72893,refunded,,US-W
ORD-005178,2025-06-09T14:41:50Z,partner,76197,cancelled,,CA
ORD-005179,2025-08-14T22:44:41Z,mobile,37704,cancelled,,US-E
ORD-005180,2025-03-27T14:14:15Z,web,7107,completed,,US-W
ORD-005181,2025-08-29T14:17:09Z,mobile,76479,completed,,US-W
ORD-005182,2025-12-23T18:40:28Z,partner,79536,completed,,US-C
ORD-005183,2025-10-07T21:31:55Z,web,32784,completed,,CA
ORD-005184,2025-04-02T22:40:24Z,partner,34175,refunded,,CA
ORD-005185,2025-07-18T15:58:54Z,partner,85239,completed,,US-E
ORD-005186,2025-01-28T19:21:02Z,legacy_pos,13900,cancelled,,CA
ORD-005187,2025-12-22T22:07:03Z,mobile,29800,completed,,CA
ORD-005188,2025-11-22T06:57:33Z,legacy_pos,43070,active,,US-W
ORD-005189,2025-05-18T17:40:18Z,web,67471,refunded,,CA
ORD-005190,2025-02-11T23:10:27Z,web,65900,refunded,,CA
ORD-005191,2025-12-09T18:40:10Z,web,11332,refunded,,US-W
ORD-005192,2025-08-05T18:07:28Z,mobile,54677,active,,CA
ORD-005193,2025-06-24T20:53:58Z,partner,22005,active,,US-W
ORD-005194,2025-11-29T17:44:49Z,mobile,57854,refunded,,US-C
ORD-005195,2025-11-10T21:43:27Z,mobile,51507,cancelled,,US-C
ORD-005196,2025-11-17T17:08:34Z,mobile,52612,cancelled,,US-W
ORD-005197,2025-04-16T21:46:08Z,legacy_pos,82435,completed,,US-W
ORD-005198,2025-04-13T16:48:47Z,partner,6089,completed,,US-C
ORD-005199,2025-06-21T16:18:38Z,partner,85586,active,,US-E
ORD-005200,2025-12-27T15:59:32Z,web,36562,completed,,US-E
ORD-005201,2025-07-24T20:56:09Z,partner,74334,completed,,US-W
ORD-005202,2025-03-14T22:56:21Z,mobile,63552,refunded,,US-W
ORD-005203,2025-05-16T16:57:24Z,mobile,11507,active,,US-W
ORD-005204,2025-09-06T19:39:21Z,partner,75848,completed,,CA
ORD-005205,2025-12-18T16:00:55Z,web,17247,cancelled,,US-C
ORD-005206,2025-05-07T17:57:17Z,web,79031,completed,,CA
ORD-005207,2025-01-08T18:04:52Z,partner,80934,cancelled,,US-E
ORD-005208,2025-01-14T16:43:14Z,mobile,28276,active,,CA
ORD-005209,2025-12-25T15:13:24Z,web,66203,completed,,US-W
ORD-005210,2025-07-23T14:51:15Z,web,47696,active,,US-C
ORD-005211,2025-06-22T22:58:31Z,web,57448,refunded,,US-E
ORD-005212,2025-05-13T14:50:36Z,web,70625,completed,,US-C
ORD-005213,2025-01-28T21:22:45Z,partner,38721,refunded,,US-E
ORD-005214,2025-04-02T20:59:21Z,mobile,15663,completed,,US-E
ORD-005215,2025-07-02T20:26:08Z,web,84287,completed,,US-C
ORD-005216,2025-03-24T16:32:18Z,web,33343,completed,,US-W
ORD-005217,2025-02-04T20:31:37Z,mobile,42724,active,,US-W
ORD-005218,2025-11-01T18:17:20Z,mobile,8030,completed,,US-C
ORD-005219,2025-02-07T21:26:02Z,web,40024,completed,,US-C
ORD-005220,2025-05-03T14:40:49Z,mobile,88876,completed,,US-C
ORD-005221,2025-06-29T20:55:34Z,web,58378,active,,CA
ORD-005222,2025-04-06T20:05:55Z,web,27569,cancelled,,CA
ORD-005223,2025-01-19T20:16:23Z,mobile,48248,completed,,US-W
ORD-005224,2025-10-30T20:51:34Z,web,72906,active,,US-C
ORD-005225,2025-08-20T17:50:26Z,partner,72165,completed,,US-W
ORD-005226,2025-05-15T20:22:36Z,mobile,4041,refunded,,US-C
ORD-005227,2025-10-22T15:11:59Z,mobile,3396,cancelled,,US-E
ORD-005228,2025-05-19T14:40:43Z,partner,44484,active,,US-W
ORD-005229,2025-02-17T17:04:09Z,mobile,5118,completed,,US-W
ORD-005230,2025-08-15T14:29:33Z,web,44705,active,,US-C
ORD-005231,2025-11-15T22:03:18Z,mobile,35491,cancelled,,US-C
ORD-005232,2025-05-29T16:14:09Z,web,24006,completed,,US-E
ORD-005233,2025-11-19T21:50:19Z,mobile,10239,refunded,,US-E
ORD-005234,2025-12-16T19:11:45Z,partner,16915,active,,US-W
ORD-005235,2025-05-18T16:30:38Z,partner,32603,cancelled,,US-W
ORD-005236,2025-09-11T17:39:00Z,mobile,47843,completed,,US-E
ORD-005237,2025-06-05T16:07:10Z,web,61395,refunded,,US-E
ORD-005238,2025-07-03T15:14:17Z,mobile,25625,active,,US-C
ORD-005239,2025-09-28T18:20:38Z,partner,35694,cancelled,,US-C
ORD-005240,2025-05-19T21:57:03Z,partner,10067,refunded,,US-W
ORD-005241,2025-11-24T19:49:49Z,partner,89330,completed,,US-C
ORD-005242,2025-06-05T18:47:36Z,mobile,3110,active,,CA
ORD-005243,2025-11-23T23:56:18Z,web,37546,refunded,,US-W
ORD-005244,2025-03-23T19:21:31Z,mobile,66165,active,,US-C
ORD-005245,2025-12-19T22:04:45Z,web,8608,completed,,US-C
ORD-005246,2025-05-18T14:45:05Z,partner,68493,refunded,,US-E
ORD-005247,2025-01-15T23:11:24Z,mobile,84599,cancelled,,CA
ORD-005248,2025-08-06T22:02:49Z,web,1004,completed,,US-E
ORD-005249,2025-03-22T14:55:39Z,mobile,17788,cancelled,,US-E
ORD-005250,2025-02-06T23:08:31Z,mobile,46597,cancelled,,US-W
ORD-005251,2025-06-10T15:32:05Z,mobile,75389,cancelled,,US-E
ORD-005252,2025-01-13T20:24:25Z,mobile,9224,active,,US-W
ORD-005253,2025-12-25T17:40:16Z,mobile,81636,active,,US-W
ORD-005254,2025-10-10T20:51:22Z,web,73729,refunded,,US-C
ORD-005255,2025-03-15T18:45:06Z,partner,2365,cancelled,,CA
ORD-005256,2025-08-03T16:52:17Z,web,47885,active,,US-W
ORD-005257,2025-09-25T20:42:49Z,mobile,34820,cancelled,,US-E
ORD-005258,2025-10-17T21:02:35Z,mobile,9537,active,,US-E
ORD-005259,2025-09-22T20:35:56Z,partner,17953,active,,US-W
ORD-005260,2025-10-07T21:04:29Z,partner,83343,cancelled,,US-W
ORD-005261,2025-08-14T21:40:59Z,partner,7160,active,,US-W
ORD-005262,2025-08-09T21:33:15Z,partner,53647,completed,2025-08-10T13:33:15Z,US-W
ORD-005263,2025-11-19T19:56:28Z,mobile,50395,refunded,,US-E
ORD-005264,2025-08-09T14:29:07Z,mobile,79033,refunded,,US-W
ORD-005265,2025-09-06T19:47:57Z,web,2464,active,,CA
ORD-005266,2025-11-12T16:27:09Z,partner,41436,cancelled,,US-E
ORD-005267,2025-06-19T21:55:02Z,web,42108,active,,US-E
ORD-005268,2025-11-07T17:34:01Z,partner,78285,completed,,US-C
ORD-005269,2025-09-06T16:13:26Z,web,41919,active,,US-C
ORD-005270,2025-11-24T22:07:52Z,web,36148,active,,US-C
ORD-005271,2025-08-17T17:49:17Z,partner,38072,refunded,,CA
ORD-005272,2025-07-13T18:14:59Z,web,76009,completed,,US-W
ORD-005273,2025-02-03T15:37:30Z,web,88000,completed,,CA
ORD-005274,2025-03-03T21:42:49Z,mobile,36647,active,,US-W
ORD-005275,2025-08-06T18:49:50Z,partner,55669,refunded,,US-C
ORD-005276,2025-05-06T20:11:03Z,mobile,63138,cancelled,,US-W
ORD-005277,2025-05-19T15:26:02Z,web,40452,refunded,,US-E
ORD-005278,2025-11-07T22:12:26Z,web,27902,refunded,,US-E
ORD-005279,2025-05-07T19:00:02Z,web,7701,completed,,US-E
ORD-005280,2025-07-11T15:14:56Z,web,88844,refunded,,US-C
ORD-005281,2025-08-15T17:45:18Z,legacy_pos,2300,active,,CA
ORD-005282,2025-06-07T18:48:47Z,partner,63064,completed,,US-E
ORD-005283,2025-05-31T20:01:00Z,mobile,42142,completed,,CA
ORD-005284,2025-03-10T19:30:56Z,web,62213,completed,,US-E
ORD-005285,2025-06-03T19:37:17Z,partner,2204,completed,,US-C
ORD-005286,2025-07-18T19:16:35Z,mobile,56660,cancelled,,US-C
ORD-005287,2025-10-09T14:32:56Z,partner,56277,completed,,CA
ORD-005288,2025-11-10T15:20:30Z,partner,11852,completed,,US-W
ORD-005289,2025-12-06T19:39:01Z,web,17444,refunded,,US-W
ORD-005290,2025-08-31T21:06:43Z,partner,4532,cancelled,,US-W
ORD-005291,2025-12-12T17:53:46Z,web,48632,completed,,CA
ORD-005292,2025-01-22T15:46:32Z,mobile,17419,active,2025-01-24T20:46:32Z,CA
ORD-005293,2025-10-21T14:04:52Z,web,3269,cancelled,,CA
ORD-005294,2025-08-06T18:28:59Z,mobile,64213,active,,US-W
ORD-005295,2025-11-28T22:12:54Z,legacy_pos,15500,refunded,,US-C
ORD-005296,2025-04-24T20:57:51Z,mobile,86052,active,,US-W
ORD-005297,2025-12-11T22:27:43Z,mobile,51501,refunded,,CA
ORD-005298,2025-10-04T16:02:33Z,mobile,41866,completed,,US-C
ORD-005299,2025-03-18T22:52:36Z,partner,49106,cancelled,,US-W
ORD-005300,2025-09-26T14:53:18Z,web,30236,refunded,,CA
ORD-005301,2025-05-20T19:12:04Z,web,28843,completed,,CA
ORD-005302,2025-03-01T17:25:14Z,mobile,53916,completed,,US-E
ORD-005303,2025-01-21T20:03:15Z,mobile,50295,active,,CA
ORD-005304,2025-02-27T20:14:56Z,partner,33654,completed,,US-C
ORD-005305,2025-08-03T14:29:18Z,mobile,28705,refunded,,US-W
ORD-005306,2025-04-11T16:30:18Z,mobile,37679,cancelled,,US-C
ORD-005307,2025-02-10T20:50:45Z,web,61325,active,,US-C
ORD-005308,2025-04-28T07:02:12Z,web,50076,cancelled,,US-E
ORD-005309,2025-11-23T21:56:00Z,mobile,40886,refunded,,US-E
ORD-005310,2025-02-18T21:57:01Z,web,18431,cancelled,,US-C
ORD-005311,2025-08-16T14:06:46Z,partner,27007,active,,CA
ORD-005312,2025-09-03T21:05:21Z,partner,42356,refunded,,US-W
ORD-005313,2025-09-24T16:00:13Z,mobile,63015,cancelled,,US-W
ORD-005314,2025-04-15T15:17:47Z,web,12947,active,,US-C
ORD-005315,2025-09-11T16:25:47Z,web,11485,refunded,,US-W
ORD-005316,2025-12-15T23:35:41Z,web,56851,active,,US-C
ORD-005317,2025-05-19T19:24:35Z,partner,3969,refunded,,US-W
ORD-005318,2025-01-03T21:37:59Z,mobile,86962,completed,,US-W
ORD-005319,2025-11-13T21:55:57Z,partner,87455,completed,,CA
ORD-005320,2025-05-24T22:20:23Z,web,50623,refunded,,CA
ORD-005321,2025-02-17T19:37:11Z,mobile,16045,cancelled,,US-W
ORD-005322,2025-03-02T16:52:16Z,partner,741,completed,,US-W
ORD-005323,2025-07-05T21:25:51Z,mobile,36586,cancelled,2025-07-12T19:25:51Z,CA
ORD-005324,2025-11-10T17:31:15Z,mobile,36610,refunded,,US-C
ORD-005325,2025-10-25T14:11:10Z,mobile,77888,refunded,,US-C
ORD-005326,2025-12-03T16:12:01Z,web,28625,active,,US-W
ORD-005327,2025-06-02T20:39:06Z,partner,60872,completed,,US-E
ORD-005328,2025-05-09T18:10:49Z,mobile,15110,refunded,,US-W
ORD-005329,2025-01-29T15:09:45Z,legacy_pos,16400,active,,US-E
ORD-005330,2025-11-13T20:59:34Z,mobile,23018,refunded,,US-W
ORD-005331,2025-10-20T17:31:24Z,partner,14578,completed,,US-C
ORD-005332,2025-07-11T22:37:33Z,web,88517,refunded,,US-W
ORD-005333,2025-08-15T14:24:08Z,mobile,26832,refunded,,US-C
ORD-005334,2025-02-03T20:17:23Z,mobile,81623,cancelled,,US-W
ORD-005335,2025-03-13T17:29:49Z,web,14080,refunded,,US-E
ORD-005336,2025-08-15T18:02:42Z,web,78002,active,,US-W
ORD-005337,2025-12-17T15:40:20Z,web,39788,refunded,,US-W
ORD-005338,2025-10-26T15:33:32Z,legacy_pos,85200,active,,US-E
ORD-005339,2025-02-05T21:45:25Z,partner,57662,cancelled,,CA
ORD-005340,2025-07-28T17:35:40Z,web,13011,active,,US-C
ORD-005341,2025-12-30T23:09:32Z,mobile,30688,refunded,,US-W
ORD-005342,2025-02-04T16:59:18Z,web,40021,completed,,CA
ORD-005343,2025-09-08T21:28:30Z,mobile,16263,cancelled,,CA
ORD-005344,2025-12-31T20:39:20Z,web,33822,active,,US-W
ORD-005345,2025-12-22T20:37:51Z,web,22685,active,,CA
ORD-005346,2025-11-21T18:15:38Z,web,21879,completed,,US-C
ORD-005347,2025-02-14T06:57:40Z,partner,24273,cancelled,,US-C
ORD-005348,2025-10-17T20:12:41Z,web,80822,cancelled,,US-C
ORD-005349,2025-04-23T14:24:44Z,partner,41942,refunded,,US-W
ORD-005350,2025-01-26T17:36:14Z,web,75365,active,,US-C
ORD-005351,2025-10-02T20:39:37Z,web,7538,active,,CA
ORD-005352,2025-04-17T22:16:53Z,mobile,51598,cancelled,,US-W
ORD-005353,2025-01-04T21:04:04Z,web,14769,refunded,,US-E
ORD-005354,2025-12-17T20:04:18Z,partner,48228,refunded,,US-W
ORD-005355,2025-02-02T19:22:18Z,mobile,84731,cancelled,,US-C
ORD-005356,2025-03-24T22:59:30Z,web,39325,refunded,,US-E
ORD-005357,2025-09-30T14:35:54Z,partner,63598,refunded,,CA
ORD-005358,2025-08-04T19:21:13Z,legacy_pos,62172,refunded,,US-C
ORD-005359,2025-01-07T16:42:39Z,mobile,67982,completed,,US-W
ORD-005360,2025-12-14T18:20:33Z,mobile,78604,active,,US-W
ORD-005361,2025-10-10T22:07:55Z,mobile,51381,cancelled,,US-W
ORD-005362,2025-04-07T21:15:14Z,mobile,28556,refunded,,US-E
ORD-005363,2025-10-07T16:46:43Z,partner,28321,completed,,US-E
ORD-005364,2025-05-15T20:56:15Z,web,64330,completed,,US-E
ORD-005365,2025-08-13T20:40:53Z,mobile,503,cancelled,,US-E
ORD-005366,2025-11-28T16:21:23Z,web,59939,cancelled,,CA
ORD-005367,2025-06-15T20:34:54Z,partner,47074,refunded,,US-E
ORD-005368,2025-08-01T19:01:35Z,mobile,18520,active,,US-C
ORD-005369,2025-09-05T01:25:59Z,partner,55004,refunded,,US-W
ORD-005370,2025-04-05T14:09:21Z,partner,19712,completed,,US-E
ORD-005371,2025-10-09T14:46:09Z,web,11409,completed,,US-W
ORD-005372,2025-10-16T16:12:31Z,mobile,14305,cancelled,,CA
ORD-005373,2025-08-09T16:30:09Z,web,28571,active,,US-E
ORD-005374,2025-06-04T20:14:11Z,mobile,88023,refunded,,US-W
ORD-005375,2025-02-24T17:09:14Z,web,49948,completed,,CA
ORD-005376,2025-04-01T18:58:52Z,partner,4032,refunded,,US-E
ORD-005377,2025-08-14T16:18:35Z,web,73811,refunded,,CA
ORD-005378,2025-09-12T19:38:13Z,web,52341,cancelled,,US-E
ORD-005379,2025-02-28T16:37:15Z,mobile,16855,active,,CA
ORD-005380,2025-11-20T19:54:46Z,web,81989,cancelled,,CA
ORD-005381,2025-03-14T14:54:37Z,partner,31487,completed,,CA
ORD-005382,2025-12-05T02:24:15Z,mobile,47454,cancelled,,US-W
ORD-005383,2025-03-09T21:55:04Z,partner,2034,completed,2025-03-14T05:55:04Z,US-C
ORD-005384,2025-05-20T21:11:07Z,mobile,18354,cancelled,,US-C
ORD-005385,2025-10-10T07:10:58Z,partner,3328,active,,CA
ORD-005386,2025-11-26T23:42:36Z,partner,73944,refunded,,US-W
ORD-005387,2025-09-05T21:53:46Z,mobile,73226,cancelled,,US-W
ORD-005388,2025-01-10T16:47:23Z,partner,33035,active,,CA
ORD-005389,2025-01-06T16:12:03Z,web,78604,cancelled,,US-C
ORD-005390,2025-08-19T21:47:59Z,mobile,7343,cancelled,,US-C
ORD-005391,2025-05-18T19:55:09Z,web,59122,cancelled,,US-W
ORD-005392,2025-10-17T16:11:31Z,partner,39124,refunded,2025-10-21T12:11:31Z,US-W
ORD-005393,2025-03-31T19:14:29Z,mobile,42700,active,,US-C
ORD-005394,2025-09-22T16:11:26Z,mobile,7556,active,,US-W
ORD-005395,2025-12-12T20:00:32Z,web,88723,completed,,US-C
ORD-005396,2025-03-21T21:04:49Z,partner,8178,completed,,CA
ORD-005397,2025-04-28T07:42:35Z,partner,78886,cancelled,,US-E
ORD-005398,2025-09-01T15:52:23Z,mobile,6470,active,,US-W
ORD-005399,2025-10-29T21:56:18Z,partner,12619,active,,US-E
ORD-005400,2025-02-13T15:32:49Z,partner,73796,completed,,US-W
ORD-005401,2025-12-11T18:43:37Z,web,40204,completed,,CA
ORD-005402,2025-10-17T22:36:15Z,mobile,13526,active,,US-C
ORD-005403,2025-06-21T16:30:31Z,web,72208,cancelled,,US-E
ORD-005404,2025-10-10T17:42:44Z,partner,86432,active,,US-W
ORD-005405,2025-06-09T15:04:45Z,web,87156,cancelled,,CA
ORD-005406,2025-02-19T23:24:58Z,web,54167,refunded,,US-C
ORD-005407,2025-07-24T07:06:58Z,partner,56534,completed,,US-W
ORD-005408,2025-09-13T21:24:45Z,mobile,89164,refunded,2025-09-17T23:24:45Z,CA
ORD-005409,2025-12-05T23:37:02Z,mobile,62164,refunded,,US-E
ORD-005410,2025-02-28T21:32:08Z,web,38108,cancelled,,CA
ORD-005411,2025-02-07T18:54:17Z,mobile,64890,refunded,,CA
ORD-005412,2025-08-05T14:49:45Z,partner,10482,cancelled,,CA
ORD-005413,2025-07-31T17:26:35Z,legacy_pos,59101,active,,US-C
ORD-005414,2025-03-13T22:22:54Z,partner,18316,refunded,,CA
ORD-005415,2025-07-15T16:06:12Z,web,1626,refunded,,CA
ORD-005416,2025-01-27T23:56:55Z,web,8685,refunded,2025-02-03T09:56:55Z,CA
ORD-005417,2025-05-25T22:26:44Z,partner,48473,active,,US-W
ORD-005418,2025-03-09T16:23:05Z,partner,78427,completed,,US-C
ORD-005419,2025-11-10T21:03:05Z,web,77388,refunded,,US-C
ORD-005420,2025-12-14T21:13:43Z,partner,24177,refunded,,US-E
ORD-005421,2025-12-10T20:09:39Z,partner,44102,completed,,CA
ORD-005422,2025-01-23T00:48:34Z,web,74243,refunded,,CA
ORD-005423,2025-07-09T18:40:27Z,partner,10060,active,,US-E
ORD-005424,2025-05-26T15:36:14Z,partner,57864,completed,,US-E
ORD-005425,2025-05-11T15:08:43Z,partner,54577,completed,,CA
ORD-005426,2025-07-31T16:50:01Z,web,75982,active,,US-C
ORD-005427,2025-09-15T20:55:19Z,partner,46271,cancelled,,US-E
ORD-005428,2025-08-05T17:51:33Z,partner,12984,completed,,CA
ORD-005429,2025-10-11T22:28:23Z,partner,37231,cancelled,,US-E
ORD-005430,2025-12-30T17:06:18Z,partner,68987,completed,,US-W
ORD-005431,2025-07-13T18:48:28Z,mobile,45489,active,,US-C
ORD-005432,2025-08-12T14:22:03Z,partner,32009,refunded,,US-W
ORD-005433,2025-05-06T14:43:09Z,partner,25192,completed,,US-C
ORD-005434,2025-06-10T21:45:59Z,mobile,29609,cancelled,,US-W
ORD-005435,2025-10-23T20:12:29Z,web,13540,completed,,US-W
ORD-005436,2025-12-08T19:16:39Z,partner,80865,cancelled,,US-C
ORD-005437,2025-06-22T15:32:19Z,mobile,21756,active,,US-W
ORD-005438,2025-07-23T22:13:55Z,web,44829,active,,CA
ORD-005439,2025-11-01T16:23:15Z,partner,87366,active,,US-C
ORD-005440,2025-10-01T14:53:57Z,partner,45977,completed,,US-E
ORD-005441,2025-02-02T20:20:07Z,partner,59281,refunded,,US-W
ORD-005442,2025-06-27T18:23:49Z,mobile,19314,completed,,US-C
ORD-005443,2025-02-14T20:08:47Z,web,87806,active,,US-C
ORD-005444,2025-08-19T20:30:10Z,web,34262,completed,,US-E
ORD-005445,2025-08-31T21:07:56Z,web,56208,active,,US-E
ORD-005446,2025-08-03T22:19:04Z,web,39841,completed,,US-W
ORD-005447,2025-07-09T17:55:45Z,partner,69753,active,,US-C
ORD-005448,2025-08-25T22:51:53Z,web,13566,cancelled,,US-E
ORD-005449,2025-04-03T18:07:29Z,web,20190,active,,CA
ORD-005450,2025-09-09T21:42:33Z,mobile,35558,active,,US-C
ORD-005451,2025-12-16T23:59:40Z,mobile,76871,completed,,US-C
ORD-005452,2025-07-02T21:29:33Z,web,23564,refunded,2025-07-03T01:29:33Z,US-C
ORD-005453,2025-11-20T23:58:18Z,web,44269,cancelled,,US-C
ORD-005454,2025-10-02T14:12:42Z,web,39936,completed,2025-10-10T03:12:42Z,US-C
ORD-005455,2025-04-03T21:36:16Z,partner,82449,cancelled,,US-E
ORD-005456,2025-05-21T21:07:09Z,partner,74822,active,,CA
ORD-005457,2025-04-21T20:02:32Z,mobile,83266,cancelled,2025-04-26T07:02:32Z,CA
ORD-005458,2025-07-28T19:28:20Z,web,53850,refunded,,US-C
ORD-005459,2025-02-28T20:39:16Z,partner,52454,active,,US-W
ORD-005460,2025-08-02T18:52:11Z,mobile,68597,refunded,,CA
ORD-005461,2025-11-02T15:20:12Z,web,15412,refunded,,US-W
ORD-005462,2025-08-28T16:55:53Z,partner,34620,refunded,,US-C
ORD-005463,2025-12-02T17:16:28Z,mobile,68395,refunded,,US-E
ORD-005464,2025-11-28T18:05:13Z,partner,25186,completed,,CA
ORD-005465,2025-10-15T19:28:06Z,mobile,6055,cancelled,2025-10-17T00:28:06Z,CA
ORD-005466,2025-05-13T15:48:43Z,mobile,71904,active,,CA
ORD-005467,2025-10-02T14:32:43Z,web,64292,completed,,US-E
ORD-005468,2025-07-04T20:10:49Z,partner,64099,cancelled,,US-E
ORD-005469,2025-11-08T21:57:29Z,mobile,55359,completed,,US-W
ORD-005470,2025-08-15T20:00:29Z,web,4103,cancelled,,CA
ORD-005471,2025-11-08T16:08:53Z,partner,8122,refunded,,US-C
ORD-005472,2025-04-17T19:56:12Z,mobile,81134,active,,US-W
ORD-005473,2025-02-20T17:57:30Z,web,37876,cancelled,,CA
ORD-005474,2025-01-28T18:25:39Z,partner,77439,refunded,,US-C
ORD-005475,2025-01-20T16:49:09Z,mobile,39898,refunded,,US-W
ORD-005476,2025-06-08T20:09:58Z,web,25890,completed,,US-W
ORD-005477,2025-09-26T22:52:58Z,partner,24867,active,,US-E
ORD-005478,2025-02-10T16:35:48Z,web,19567,cancelled,,US-E
ORD-005479,2025-12-31T23:14:04Z,partner,38026,cancelled,,CA
ORD-005480,2025-04-11T19:54:05Z,mobile,87793,completed,,US-E
ORD-005481,2025-05-08T21:59:41Z,partner,61639,cancelled,,US-C
ORD-005482,2025-10-02T17:27:07Z,mobile,47324,completed,,US-C
ORD-005483,2025-11-08T16:51:01Z,partner,43167,cancelled,,CA
ORD-005484,2025-04-05T17:24:41Z,mobile,73375,completed,,CA
ORD-005485,2025-07-20T17:12:43Z,web,83163,refunded,,US-C
ORD-005486,2025-08-04T18:48:01Z,web,75659,completed,2025-08-05T07:48:01Z,CA
ORD-005487,2025-08-02T22:19:34Z,partner,89819,completed,,US-E
ORD-005488,2025-07-07T21:11:45Z,web,25939,active,,US-W
ORD-005489,2025-04-16T19:28:25Z,web,53585,active,,US-W
ORD-005490,2025-09-08T19:04:31Z,web,43298,cancelled,,CA
ORD-005491,2025-07-29T20:04:25Z,mobile,38418,cancelled,,CA
ORD-005492,2025-11-06T16:24:46Z,web,13952,active,,CA
ORD-005493,2025-07-05T20:15:28Z,mobile,31101,refunded,,US-E
ORD-005494,2025-11-29T23:29:12Z,partner,19439,cancelled,,CA
ORD-005495,2025-02-07T15:33:17Z,partner,67995,cancelled,,US-E
ORD-005496,2025-09-24T20:11:09Z,partner,18125,cancelled,,US-W
ORD-005497,2025-09-14T15:24:19Z,web,80862,active,,US-C
ORD-005498,2025-09-22T15:47:11Z,mobile,74205,refunded,,US-W
ORD-005499,2025-04-20T19:39:30Z,mobile,80771,completed,,US-W
ORD-005500,2025-07-02T21:14:57Z,partner,59361,cancelled,,US-E
ORD-005501,2025-12-26T17:56:25Z,mobile,49506,cancelled,,CA
ORD-005502,2025-06-09T20:15:43Z,web,84057,completed,,US-E
ORD-005503,2025-01-27T22:30:38Z,partner,64582,refunded,,US-C
ORD-005504,2025-09-22T14:48:23Z,web,25495,refunded,,CA
ORD-005505,2025-09-27T15:17:27Z,web,26085,completed,,US-E
ORD-005506,2025-09-02T20:49:29Z,mobile,40632,refunded,,US-C
ORD-005507,2025-04-30T16:17:01Z,mobile,10012,completed,,US-E
ORD-005508,2025-08-20T21:12:53Z,partner,58283,active,,US-E
ORD-005509,2025-11-02T01:25:15Z,partner,14918,cancelled,,US-C
ORD-005510,2025-04-19T14:50:47Z,partner,16711,completed,,US-C
ORD-005511,2025-10-13T15:20:19Z,web,37713,active,,US-W
ORD-005512,2025-08-26T20:11:16Z,web,78971,refunded,,US-W
ORD-005513,2025-08-26T19:25:15Z,legacy_pos,61400,cancelled,,CA
ORD-005514,2025-05-14T15:07:46Z,mobile,51773,cancelled,,US-C
ORD-005515,2025-10-02T19:38:52Z,web,42285,refunded,,CA
