entry_id,order_id,business_date,amount_usd,currency,batch_id
LE-0006049,ORD-008192,2025-11-07,171.04,USD,B035
LE-0006050,ORD-000669,2025-09-16,459.54,USD,B036
LE-0006051,ORD-010682,2025-09-01,277.94,USD,B037
LE-0006052,ORD-011153,2025-09-17,829.57,USD,B038
LE-0006053,ORD-006839,2025-03-24,611.02,USD,B039
LE-0006054,ORD-000624,2025-03-30,814.00,USD,B040
LE-0006055,ORD-001699,2025-01-11,177.72,USD,B041
LE-0006056,ORD-010974,2025-08-12,757.05,USD,B042
LE-0006057,ORD-010902,2025-10-10,509.04,USD,B043
LE-0006058,ORD-006493,2025-08-26,64.96,USD,B044
LE-0006059,ORD-001998,2025-04-21,527.03,USD,B045
LE-0006060,ORD-001734,2025-12-24,608.16,USD,B046
LE-0006061,ORD-003797,2025-03-02,561.34,USD,B047
LE-0006062,ORD-007688,2025-02-11,578.04,USD,B048
LE-0006063,ORD-006482,2025-04-29,312.95,USD,B049
LE-0006064,ORD-009905,2025-07-31,879.20,USD,B050
LE-0006065,ORD-010030,2025-12-19,484.47,USD,B051
LE-0006066,ORD-001732,2025-10-04,777.25,USD,B052
LE-0006067,ORD-004649,2025-09-09,317.18,USD,B053
LE-0006068,ORD-003487,2025-01-15,698.96,USD,B054
LE-0006069,ORD-010384,2025-07-15,494.85,USD,B055
LE-0006070,ORD-010937,2025-06-05,661.00,USD,B056
LE-0006071,ORD-000200,2025-06-12,9.29,USD,B057
LE-0006072,ORD-004922,2025-04-27,108.97,USD,B058
LE-0006073,ORD-011696,2025-05-20,205.11,USD,B059
LE-0006074,ORD-004880,2025-07-01,793.92,USD,B060
LE-0006075,ORD-009126,2025-10-30,796.52,USD,B061
LE-0006076,ORD-007326,2025-10-14,91.84,USD,B062
LE-0006077,ORD-007619,2025-01-17,385.15,USD,B063
LE-0006078,ORD-011406,2025-02-26,199.41,USD,B064
LE-0006079,ORD-010878,2025-06-13,805.38,USD,B065
LE-0006080,ORD-009284,2025-11-29,438.28,USD,B066
LE-0006081,ORD-001687,2025-05-26,709.99,USD,B067
LE-0006082,ORD-006801,2025-08-26,459.31,USD,B068
LE-0006083,ORD-006736,2025-01-17,655.51,USD,B069
LE-0006084,ORD-005991,2025-12-25,78.03,USD,B070
LE-0006085,ORD-003177,2025-06-03,509.75,USD,B071
LE-0006086,ORD-009725,2025-10-25,286.57,USD,B072
LE-0006087,ORD-004980,2025-11-05,389.52,USD,B073
LE-0006088,ORD-010870,2025-10-31,593.19,USD,B074
LE-0006089,ORD-007916,2025-12-17,561.28,USD,B075
LE-0006090,ORD-006106,2025-01-02,685.23,USD,B076
LE-0006091,ORD-011839,2025-10-14,652.68,USD,B077
LE-0006092,ORD-010703,2025-06-06,491.36,USD,B078
LE-0006093,ORD-004464,2025-01-28,39.40,USD,B079
LE-0006094,ORD-010842,2025-05-03,605.63,USD,B080
LE-0006095,ORD-001557,2025-05-10,670.59,USD,B081
LE-0006096,ORD-007700,2025-09-09,655.85,USD,B082
LE-0006097,ORD-009915,2025-03-20,469.27,USD,B083
LE-0006098,ORD-001702,2025-06-02,286.84,USD,B084
LE-0006099,ORD-000370,2025-11-09,697.58,USD,B085
LE-0006100,ORD-003560,2025-03-16,509.87,USD,B086
LE-0006101,ORD-003370,2025-05-15,25.80,USD,B087
LE-0006102,ORD-004098,2025-10-26,779.17,USD,B088
LE-0006103,ORD-001444,2025-03-23,65.88,USD,B089
LE-0006104,ORD-004399,2025-08-23,259.33,USD,B090
LE-0006105,ORD-008025,2025-03-12,409.40,USD,B091
LE-0006106,ORD-004303,2025-02-06,93.18,USD,B092
LE-0006107,ORD-003199,2025-05-14,123.67,USD,B093
LE-0006108,ORD-001111,2025-01-14,831.68,USD,B094
LE-0006109,ORD-011256,2025-03-02,183.50,USD,B095
LE-0006110,ORD-003071,2025-03-15,634.27,USD,B096
LE-0006111,ORD-006067,2025-09-27,51.49,USD,B000
LE-0006112,ORD-007874,2025-09-16,164.93,USD,B001
LE-0006113,ORD-007927,2025-12-20,347.83,USD,B002
LE-0006114,ORD-005030,2025-11-03,281.93,USD,B003
LE-0006115,ORD-004572,2025-11-24,605.36,USD,B004
LE-0006116,ORD-004559,2025-12-10,548.40,USD,B005
LE-0006117,ORD-008339,2025-04-09,432.55,USD,B006
LE-0006118,ORD-007318,2025-07-31,78.02,USD,B007
LE-0006119,ORD-002796,2025-08-09,71.00,USD,B008
LE-0006120,ORD-003877,2025-02-08,422.62,USD,B009
LE-0006121,ORD-005388,2025-01-10,330.35,USD,B010
LE-0006122,ORD-007085,2025-09-24,865.41,USD,B011
LE-0006123,ORD-005823,2025-09-18,242.44,USD,B012
LE-0006124,ORD-011338,2025-02-01,294.77,USD,B013
LE-0006125,ORD-005428,2025-08-05,129.84,USD,B014
LE-0006126,ORD-009887,2025-11-30,767.99,USD,B015
LE-0006127,ORD-011070,2025-01-25,716.47,USD,B016
LE-0006128,ORD-002657,2025-10-14,739.79,USD,B017
LE-0006129,ORD-010028,2025-12-25,263.50,USD,B018
LE-0006130,ORD-007980,2025-06-22,522.01,USD,B019
LE-0006131,ORD-002202,2025-09-08,308.83,USD,B020
LE-0006132,ORD-000186,2025-02-20,640.21,USD,B021
LE-0006133,ORD-001107,2025-10-18,351.17,USD,B022
LE-0006134,ORD-008591,2025-03-06,536.64,USD,B023
LE-0006135,ORD-001731,2025-06-12,534.24,USD,B024
LE-0006136,ORD-003772,2025-12-06,413.79,USD,B025
LE-0006137,ORD-002116,2025-07-26,249.02,USD,B026
LE-0006138,ORD-010180,2025-10-01,351.60,USD,B027
LE-0006139,ORD-005977,2025-06-17,416.77,USD,B028
LE-0006140,ORD-000566,2025-10-04,254.32,USD,B029
LE-0006141,ORD-010290,2025-12-13,286.20,USD,B030
LE-0006142,ORD-002042,2025-04-21,656.50,USD,B031
LE-0006143,ORD-010679,2025-09-11,22.73,USD,B032
LE-0006144,ORD-000496,2025-10-21,208.19,USD,B033
LE-0006145,ORD-001367,2025-05-25,388.04,USD,B034
LE-0006146,ORD-002402,2025-09-07,495.84,USD,B035
LE-0006147,ORD-009593,2025-02-24,472.88,USD,B036
LE-0006148,ORD-005747,2025-12-18,87.64,USD,B037
LE-0006149,ORD-011567,2025-06-16,484.84,USD,B038
LE-0006150,ORD-002666,2025-02-11,153.19,USD,B039
LE-0006151,ORD-010457,2025-02-05,688.82,USD,B040
LE-0006152,ORD-004644,2025-10-18,157.93,USD,B041
LE-0006153,ORD-004028,2025-08-06,245.91,USD,B042
LE-0006154,ORD-008346,2025-06-02,66.99,USD,B043
LE-0006155,ORD-007036,2025-08-19,514.57,USD,B044
LE-0006156,ORD-004031,2025-10-29,752.16,USD,B045
LE-0006157,ORD-008131,2025-02-13,693.06,USD,B046
LE-0006158,ORD-006200,2025-02-19,529.72,USD,B047
LE-0006159,ORD-000296,2025-03-19,72.77,USD,B048
LE-0006160,ORD-002834,2025-11-02,401.95,USD,B049
LE-0006161,ORD-008165,2025-01-12,810.06,USD,B050
LE-0006162,ORD-010359,2025-03-19,174.76,USD,B051
LE-0006163,ORD-002841,2025-04-09,433.26,USD,B052
LE-0006164,ORD-001633,2025-06-24,56.83,USD,B053
LE-0006165,ORD-007759,2025-11-06,625.67,USD,B054
LE-0006166,ORD-002008,2025-05-31,542.49,USD,B055
LE-0006167,ORD-001780,2025-12-10,129.41,USD,B056
LE-0006168,ORD-009813,2025-01-02,179.61,USD,B057
LE-0006169,ORD-001063,2025-12-07,867.66,USD,B058
LE-0006170,ORD-000223,2025-01-20,501.85,USD,B059
LE-0006171,ORD-009674,2025-06-19,842.62,USD,B060
LE-0006172,ORD-003372,2025-07-26,787.45,USD,B061
LE-0006173,ORD-002917,2025-05-21,223.96,USD,B062
LE-0006174,ORD-010560,2025-06-10,552.66,USD,B063
LE-0006175,ORD-004964,2025-11-22,640.91,USD,B064
LE-0006176,ORD-007762,2025-11-05,592.01,USD,B065
LE-0006177,ORD-009473,2025-12-06,476.78,USD,B066
LE-0006178,ORD-009044,2025-09-21,244.35,USD,B067
LE-0006179,ORD-007597,2025-03-04,147.52,USD,B068
LE-0006180,ORD-005901,2025-02-19,743.61,USD,B069
LE-0006181,ORD-011655,2025-02-19,55.02,USD,B070
LE-0006182,ORD-000785,2025-04-05,680.96,USD,B071
LE-0006183,ORD-000428,2025-05-18,196.84,USD,B072
LE-0006184,ORD-005590,2025-01-30,301.12,USD,B073
LE-0006185,ORD-008253,2025-03-07,496.17,USD,B074
LE-0006186,ORD-005945,2025-09-10,214.55,USD,B075
LE-0006187,ORD-009794,2025-01-22,444.01,USD,B076
LE-0006188,ORD-011255,2025-07-14,797.69,USD,B077
LE-0006189,ORD-007724,2025-08-30,413.26,USD,B078
LE-0006190,ORD-002083,2025-07-20,523.93,USD,B079
LE-0006191,ORD-005579,2025-09-28,684.77,USD,B080
LE-0006192,ORD-000441,2025-12-01,74.78,USD,B081
LE-0006193,ORD-007172,2025-05-13,833.03,USD,B082
LE-0006194,ORD-004107,2025-06-12,486.00,USD,B083
LE-0006195,ORD-011441,2025-03-19,680.30,USD,B084
LE-0006196,ORD-010078,2025-02-27,753.07,USD,B085
LE-0006197,ORD-009541,2025-05-13,183.91,USD,B086
LE-0006198,ORD-001782,2025-08-26,692.42,USD,B087
LE-0006199,ORD-010256,2025-04-19,105.32,USD,B088
LE-0006200,ORD-011225,2025-01-13,391.00,USD,B089
LE-0006201,ORD-000574,2025-10-25,896.78,USD,B090
LE-0006202,ORD-004868,2025-07-19,224.34,USD,B091
LE-0006203,ORD-007691,2025-02-03,45.91,USD,B092
LE-0006204,ORD-002363,2025-02-20,6.12,USD,B093
LE-0006205,ORD-004831,2025-10-30,687.70,USD,B094
LE-0006206,ORD-005106,2025-08-10,242.43,USD,B095
LE-0006207,ORD-005992,2025-11-06,286.34,USD,B096
LE-0006208,ORD-004642,2025-12-12,163.73,USD,B000
LE-0006209,ORD-010835,2025-02-27,529.57,USD,B001
LE-0006210,ORD-008423,2025-02-14,848.01,USD,B002
LE-0006211,ORD-008093,2025-03-30,267.81,USD,B003
LE-0006212,ORD-007348,2025-03-23,206.02,USD,B004
LE-0006213,ORD-005182,2025-12-23,795.36,USD,B005
LE-0006214,ORD-004438,2025-05-15,454.43,USD,B006
LE-0006215,ORD-003783,2025-07-27,9.74,USD,B007
LE-0006216,ORD-008305,2025-04-29,286.00,USD,B008
LE-0006217,ORD-005578,2025-07-27,167.59,USD,B009
LE-0006218,ORD-005892,2025-05-18,499.09,USD,B010
LE-0006219,ORD-001466,2025-10-07,839.11,USD,B011
LE-0006220,ORD-000291,2025-08-24,730.68,USD,B012
LE-0006221,ORD-007705,2025-09-17,363.98,USD,B013
LE-0006222,ORD-006416,2025-11-26,677.43,USD,B014
LE-0006223,ORD-005582,2025-10-07,683.56,USD,B015
LE-0006224,ORD-001369,2025-09-18,47.51,USD,B016
LE-0006225,ORD-002057,2025-03-19,141.04,USD,B017
LE-0006226,ORD-008984,2025-07-17,225.20,USD,B018
LE-0006227,ORD-003069,2025-02-28,73.17,USD,B019
LE-0006228,ORD-007147,2025-08-06,711.05,USD,B020
LE-0006229,ORD-003040,2025-09-25,201.02,USD,B021
LE-0006230,ORD-000369,2025-02-07,220.46,USD,B022
LE-0006231,ORD-006705,2025-12-20,541.62,USD,B023
LE-0006232,ORD-007657,2025-09-10,582.07,USD,B024
LE-0006233,ORD-009913,2025-08-16,252.00,USD,B025
LE-0006234,ORD-008746,2025-03-11,339.60,USD,B026
LE-0006235,ORD-008810,2025-07-21,367.71,USD,B027
LE-0006236,ORD-002974,2025-10-21,889.85,USD,B028
LE-0006237,ORD-009008,2025-11-14,645.81,USD,B029
LE-0006238,ORD-004199,2025-02-21,874.26,USD,B030
LE-0006239,ORD-007397,2025-07-31,735.61,USD,B031
LE-0006240,ORD-006125,2025-10-01,24.48,USD,B032
LE-0006241,ORD-005062,2025-01-03,499.35,USD,B033
LE-0006242,ORD-007861,2025-11-08,475.68,USD,B034
LE-0006243,ORD-000804,2025-07-02,402.86,USD,B035
LE-0006244,ORD-007041,2025-10-15,243.94,USD,B036
LE-0006245,ORD-000695,2025-07-30,711.38,USD,B037
LE-0006246,ORD-010158,2025-12-22,502.80,USD,B038
LE-0006247,ORD-004305,2025-09-29,528.67,USD,B039
LE-0006248,ORD-005012,2025-07-29,754.41,USD,B040
LE-0006249,ORD-001684,2025-03-10,160.72,USD,B041
LE-0006250,ORD-006511,2025-04-11,320.00,USD,B042
LE-0006251,ORD-006765,2025-07-16,364.12,USD,B043
LE-0006252,ORD-005833,2025-02-22,713.14,USD,B044
LE-0006253,ORD-009748,2025-01-22,495.00,USD,B045
LE-0006254,ORD-000189,2025-12-07,488.11,USD,B046
LE-0006255,ORD-010196,2025-02-15,619.00,USD,B047
LE-0006256,ORD-005312,2025-09-03,423.56,USD,B048
LE-0006257,ORD-007758,2025-05-20,324.12,USD,B049
LE-0006258,ORD-000832,2025-12-28,527.06,USD,B050
LE-0006259,ORD-007355,2025-07-29,639.60,USD,B051
LE-0006260,ORD-009786,2025-11-06,796.25,USD,B052
LE-0006261,ORD-008034,2025-01-11,190.40,USD,B053
LE-0006262,ORD-005346,2025-11-21,218.79,USD,B054
LE-0006263,ORD-008946,2025-02-04,766.20,USD,B055
LE-0006264,ORD-002161,2025-01-29,205.21,USD,B056
LE-0006265,ORD-004037,2025-11-29,866.85,USD,B057
LE-0006266,ORD-008716,2025-10-26,173.84,USD,B058
LE-0006267,ORD-005741,2025-01-08,79.05,USD,B059
LE-0006268,ORD-006892,2025-04-13,708.01,USD,B060
LE-0006269,ORD-000660,2025-05-18,368.87,USD,B061
LE-0006270,ORD-011161,2025-07-30,482.88,USD,B062
LE-0006271,ORD-002594,2025-04-14,569.69,USD,B063
LE-0006272,ORD-011543,2025-05-29,883.66,USD,B064
LE-0006273,ORD-008059,2025-12-19,818.18,USD,B065
LE-0006274,ORD-007445,2025-10-30,663.40,USD,B066
LE-0006275,ORD-005498,2025-09-22,742.05,USD,B067
LE-0006276,ORD-003741,2025-10-25,359.35,USD,B068
LE-0006277,ORD-007381,2025-02-20,128.47,USD,B069
LE-0006278,ORD-004379,2025-03-18,820.00,USD,B070
LE-0006279,ORD-003052,2025-08-12,27.30,USD,B071
LE-0006280,ORD-010099,2025-03-18,353.25,USD,B072
LE-0006281,ORD-011267,2025-07-10,652.63,USD,B073
LE-0006282,ORD-001350,2025-11-11,758.44,USD,B074
LE-0006283,ORD-005739,2025-06-13,781.90,USD,B075
LE-0006284,ORD-005996,2025-01-03,265.78,USD,B076
LE-0006285,ORD-001752,2025-12-24,820.16,USD,B077
LE-0006286,ORD-000779,2025-08-22,279.29,USD,B078
LE-0006287,ORD-002920,2025-01-01,171.14,USD,B079
LE-0006288,ORD-000068,2025-04-05,199.02,USD,B080
LE-0006289,ORD-010539,2025-08-05,684.49,USD,B081
LE-0006290,ORD-001506,2025-12-29,136.83,USD,B082
LE-0006291,ORD-005129,2025-01-30,787.02,USD,B083
LE-0006292,ORD-010487,2025-12-28,585.44,USD,B084
LE-0006293,ORD-006563,2025-05-28,266.67,USD,B085
LE-0006294,ORD-003803,2025-09-16,337.83,USD,B086
LE-0006295,ORD-007718,2025-10-19,838.33,USD,B087
LE-0006296,ORD-009525,2025-07-21,366.12,USD,B088
LE-0006297,ORD-000623,2025-09-30,491.47,USD,B089
LE-0006298,ORD-003029,2025-07-15,518.54,USD,B090
LE-0006299,ORD-007135,2025-12-04,666.66,USD,B091
LE-0006300,ORD-008770,2025-10-29,74.66,USD,B092
LE-0006301,ORD-000024,2025-04-02,800.99,USD,B093
LE-0006302,ORD-005437,2025-06-22,217.56,USD,B094
LE-0006303,ORD-009282,2025-03-03,154.87,USD,B095
LE-0006304,ORD-007680,2025-07-13,397.42,USD,B096
LE-0006305,ORD-004288,2025-07-16,549.04,USD,B000
LE-0006306,ORD-007591,2025-03-11,175.15,USD,B001
LE-0006307,ORD-007478,2025-10-04,839.19,USD,B002
LE-0006308,ORD-001429,2025-02-17,58.53,USD,B003
LE-0006309,ORD-009808,2025-11-21,746.76,USD,B004
LE-0006310,ORD-005208,2025-01-14,282.76,USD,B005
LE-0006311,ORD-002510,2025-06-05,534.23,USD,B006
LE-0006312,ORD-007971,2025-07-30,306.66,USD,B007
LE-0006313,ORD-003488,2025-11-22,812.79,USD,B008
LE-0006314,ORD-009345,2025-12-24,203.33,USD,B009
LE-0006315,ORD-009316,2025-07-07,447.84,USD,B010
LE-0006316,ORD-009308,2025-12-09,552.05,USD,B011
LE-0006317,ORD-003076,2025-04-18,180.94,USD,B012
LE-0006318,ORD-002614,2025-02-16,755.37,USD,B013
LE-0006319,ORD-008348,2025-09-15,27.78,USD,B014
LE-0006320,ORD-010025,2025-04-20,822.00,USD,B015
LE-0006321,ORD-007552,2025-01-10,834.56,USD,B016
LE-0006322,ORD-001535,2025-08-01,108.94,USD,B017
LE-0006323,ORD-000889,2025-05-16,143.66,USD,B018
LE-0006324,ORD-006766,2025-10-20,107.47,USD,B019
LE-0006325,ORD-004132,2025-12-24,466.25,USD,B020
LE-0006326,ORD-008975,2025-08-16,847.85,USD,B021
LE-0006327,ORD-007902,2025-04-11,299.77,USD,B022
LE-0006328,ORD-009501,2025-01-07,186.47,USD,B023
LE-0006329,ORD-006877,2025-07-18,57.93,USD,B024
LE-0006330,ORD-004959,2025-01-04,431.77,USD,B025
LE-0006331,ORD-001055,2025-08-08,793.86,USD,B026
LE-0006332,ORD-004859,2025-04-29,646.74,USD,B027
LE-0006333,ORD-006634,2025-04-12,127.04,USD,B028
LE-0006334,ORD-003397,2025-12-03,867.71,USD,B029
LE-0006335,ORD-009960,2025-12-10,230.46,USD,B030
LE-0006336,ORD-004330,2025-11-02,647.32,USD,B031
LE-0006337,ORD-011000,2025-12-30,722.13,USD,B032
LE-0006338,ORD-001540,2025-04-13,453.94,USD,B033
LE-0006339,ORD-005630,2025-01-13,270.48,USD,B034
LE-0006340,ORD-010745,2025-02-18,712.34,USD,B035
LE-0006341,ORD-007242,2025-08-28,504.93,USD,B036
LE-0006342,ORD-011315,2025-05-27,141.09,USD,B037
LE-0006343,ORD-003153,2025-10-17,74.93,USD,B038
LE-0006344,ORD-009364,2025-04-13,706.82,USD,B039
LE-0006345,ORD-007033,2025-10-20,43.47,USD,B040
LE-0006346,ORD-010304,2025-11-11,400.13,USD,B041
LE-0006347,ORD-000149,2025-06-06,60.41,USD,B042
LE-0006348,ORD-003515,2025-10-27,873.63,USD,B043
LE-0006349,ORD-003043,2025-07-24,334.23,USD,B044
LE-0006350,ORD-005605,2025-10-01,337.35,USD,B045
LE-0006351,ORD-002159,2025-08-18,769.59,USD,B046
LE-0006352,ORD-001671,2025-02-19,214.12,USD,B047
LE-0006353,ORD-003636,2025-12-18,741.90,USD,B048
LE-0006354,ORD-011706,2025-04-14,440.45,USD,B049
LE-0006355,ORD-001626,2025-03-29,734.10,USD,B050
LE-0006356,ORD-000732,2025-12-04,365.25,USD,B051
LE-0006357,ORD-000202,2025-05-01,735.29,USD,B052
LE-0006358,ORD-003874,2025-02-07,671.62,USD,B053
LE-0006359,ORD-005789,2025-11-14,44.83,USD,B054
LE-0006360,ORD-005404,2025-10-10,864.32,USD,B055
LE-0006361,ORD-004786,2025-07-15,33.74,USD,B056
LE-0006362,ORD-002556,2025-04-12,715.51,USD,B057
LE-0006363,ORD-003804,2025-07-12,798.72,USD,B058
LE-0006364,ORD-010630,2025-09-17,280.04,USD,B059
LE-0006365,ORD-005111,2025-06-07,246.56,USD,B060
LE-0006366,ORD-006235,2025-01-13,91.00,USD,B061
LE-0006367,ORD-007740,2025-04-03,835.10,USD,B062
LE-0006368,ORD-004287,2025-11-29,19.38,USD,B063
LE-0006369,ORD-003629,2025-09-08,890.52,USD,B064
LE-0006370,ORD-004148,2025-12-18,420.56,USD,B065
LE-0006371,ORD-010776,2025-08-11,172.65,USD,B066
LE-0006372,ORD-002759,2025-01-18,406.16,USD,B067
LE-0006373,ORD-011454,2025-06-17,9.50,USD,B068
LE-0006374,ORD-003266,2025-04-14,601.33,USD,B069
LE-0006375,ORD-003631,2025-04-08,656.76,USD,B070
LE-0006376,ORD-000170,2025-02-10,892.01,USD,B071
LE-0006377,ORD-008560,2025-07-09,247.94,USD,B072
LE-0006378,ORD-002550,2025-02-01,171.96,USD,B073
LE-0006379,ORD-009745,2025-01-01,659.18,USD,B074
LE-0006380,ORD-006029,2025-10-06,529.14,USD,B075
LE-0006381,ORD-006012,2025-09-19,727.36,USD,B076
LE-0006382,ORD-003440,2025-07-16,188.57,USD,B077
LE-0006383,ORD-002223,2025-01-20,398.79,USD,B078
LE-0006384,ORD-008218,2025-12-01,209.08,USD,B079
LE-0006385,ORD-004123,2025-11-17,180.26,USD,B080
LE-0006386,ORD-011635,2025-09-08,691.86,USD,B081
LE-0006387,ORD-002265,2025-05-03,457.87,USD,B082
LE-0006388,ORD-006974,2025-06-04,495.10,USD,B083
LE-0006389,ORD-003978,2025-05-28,671.87,USD,B084
LE-0006390,ORD-008561,2025-08-02,40.87,USD,B085
LE-0006391,ORD-001218,2025-10-25,458.75,USD,B086
LE-0006392,ORD-001519,2025-12-23,415.78,USD,B087
LE-0006393,ORD-008559,2025-05-03,24.97,USD,B088
LE-0006394,ORD-006483,2025-03-31,877.73,USD,B089
LE-0006395,ORD-002221,2025-08-22,306.06,USD,B090
LE-0006396,ORD-004258,2025-11-12,337.98,USD,B091
LE-0006397,ORD-001191,2025-08-18,279.40,USD,B092
LE-0006398,ORD-001639,2025-11-28,624.00,USD,B093
LE-0006399,ORD-008599,2025-10-16,708.35,USD,B094
LE-0006400,ORD-004579,2025-10-13,39.07,USD,B095
LE-0006401,ORD-006989,2025-11-27,393.89,USD,B096
LE-0006402,ORD-007743,2025-01-29,317.22,USD,B000
LE-0006403,ORD-011790,2025-11-21,715.66,USD,B001
LE-0006404,ORD-002589,2025-05-08,825.02,USD,B002
LE-0006405,ORD-009946,2025-11-30,59.29,USD,B003
LE-0006406,ORD-010110,2025-02-26,268.23,USD,B004
LE-0006407,ORD-010609,2025-06-28,793.38,USD,B005
LE-0006408,ORD-005166,2025-09-08,227.56,USD,B006
LE-0006409,ORD-004245,2025-01-22,690.60,USD,B007
LE-0006410,ORD-005576,2025-06-05,640.49,USD,B008
LE-0006411,ORD-011212,2025-06-11,650.61,USD,B009
LE-0006412,ORD-009348,2025-10-24,374.84,USD,B010
LE-0006413,ORD-009949,2025-07-17,456.87,USD,B011
LE-0006414,ORD-003151,2025-09-13,898.56,USD,B012
LE-0006415,ORD-008428,2025-09-08,641.47,USD,B013
LE-0006416,ORD-008999,2025-05-23,699.22,USD,B014
LE-0006417,ORD-001017,2025-07-31,182.24,USD,B015
LE-0006418,ORD-002264,2025-02-08,36.00,USD,B016
LE-0006419,ORD-010985,2025-01-23,609.32,USD,B017
LE-0006420,ORD-001939,2025-04-28,815.11,USD,B018
LE-0006421,ORD-001402,2025-11-01,655.04,USD,B019
LE-0006422,ORD-003699,2025-02-10,559.43,USD,B020
LE-0006423,ORD-009356,2025-07-04,146.92,USD,B021
LE-0006424,ORD-005687,2025-10-10,496.13,USD,B022
LE-0006425,ORD-001900,2025-08-21,496.57,USD,B023
LE-0006426,ORD-006368,2025-03-10,223.69,USD,B024
LE-0006427,ORD-007254,2025-03-15,369.83,USD,B025
LE-0006428,ORD-006719,2025-02-11,23.81,USD,B026
LE-0006429,ORD-008519,2025-11-06,418.03,USD,B027
LE-0006430,ORD-009654,2025-12-24,752.72,USD,B028
LE-0006431,ORD-010052,2025-01-16,224.45,USD,B029
LE-0006432,ORD-001831,2025-03-06,494.10,USD,B030
LE-0006433,ORD-001549,2025-06-24,112.63,USD,B031
LE-0006434,ORD-008456,2025-10-30,212.66,USD,B032
LE-0006435,ORD-010347,2025-10-11,426.70,USD,B033
LE-0006436,ORD-008841,2025-04-16,842.43,USD,B034
LE-0006437,ORD-007469,2025-08-20,120.72,USD,B035
LE-0006438,ORD-001503,2025-05-07,768.02,USD,B036
LE-0006439,ORD-006531,2025-04-23,424.90,USD,B037
LE-0006440,ORD-010434,2025-03-16,840.24,USD,B038
LE-0006441,ORD-003563,2025-10-01,566.02,USD,B039
LE-0006442,ORD-010808,2025-01-20,396.10,USD,B040
LE-0006443,ORD-002220,2025-03-12,428.58,USD,B041
LE-0006444,ORD-010047,2025-12-27,836.22,USD,B042
LE-0006445,ORD-009568,2025-12-30,354.00,USD,B043
LE-0006446,ORD-004174,2025-06-12,123.47,USD,B044
LE-0006447,ORD-006769,2025-12-02,857.24,USD,B045
LE-0006448,ORD-011824,2025-03-26,148.19,USD,B046
LE-0006449,ORD-007095,2025-12-31,70.01,USD,B047
LE-0006450,ORD-006000,2025-05-20,208.72,USD,B048
LE-0006451,ORD-005041,2025-02-25,240.52,USD,B049
LE-0006452,ORD-002359,2025-06-15,192.87,USD,B050
LE-0006453,ORD-006784,2025-08-22,763.45,USD,B051
LE-0006454,ORD-006545,2025-06-24,873.23,USD,B052
LE-0006455,ORD-002199,2025-09-24,336.16,USD,B053
LE-0006456,ORD-002811,2025-10-04,648.84,USD,B054
LE-0006457,ORD-001304,2025-10-23,546.83,USD,B055
LE-0006458,ORD-010855,2025-08-20,51.43,USD,B056
LE-0006459,ORD-003053,2025-10-29,569.53,USD,B057
LE-0006460,ORD-004567,2025-05-06,596.90,USD,B058
LE-0006461,ORD-006085,2025-03-19,202.87,USD,B059
LE-0006462,ORD-010756,2025-10-25,226.79,USD,B060
LE-0006463,ORD-011512,2025-10-11,336.21,USD,B061
LE-0006464,ORD-004207,2025-08-09,217.66,USD,B062
LE-0006465,ORD-011858,2025-07-09,720.38,USD,B063
LE-0006466,ORD-010191,2025-09-10,254.85,USD,B064
LE-0006467,ORD-011661,2025-02-10,425.07,USD,B065
LE-0006468,ORD-009709,2025-10-16,704.51,USD,B066
LE-0006469,ORD-000443,2025-03-31,261.42,USD,B067
LE-0006470,ORD-010064,2025-06-25,513.90,USD,B068
LE-0006471,ORD-006058,2025-08-06,215.21,USD,B069
LE-0006472,ORD-010464,2025-02-15,569.98,USD,B070
LE-0006473,ORD-008105,2025-02-12,875.92,USD,B071
LE-0006474,ORD-011770,2025-06-29,415.02,USD,B072
LE-0006475,ORD-001986,2025-02-08,767.44,USD,B073
LE-0006476,ORD-006365,2025-05-29,240.19,USD,B074
LE-0006477,ORD-009753,2025-10-29,409.63,USD,B075
LE-0006478,ORD-001356,2025-04-07,101.12,USD,B076
LE-0006479,ORD-007625,2025-07-13,828.00,USD,B077
LE-0006480,ORD-004401,2025-10-27,214.86,USD,B078
LE-0006481,ORD-006939,2025-08-13,194.42,USD,B079
LE-0006482,ORD-008866,2025-02-24,472.39,USD,B080
LE-0006483,ORD-002769,2025-11-21,630.29,USD,B081
LE-0006484,ORD-005929,2025-06-29,175.09,USD,B082
LE-0006485,ORD-004539,2025-07-07,453.53,USD,B083
LE-0006486,ORD-008155,2025-10-27,815.09,USD,B084
LE-0006487,ORD-009964,2025-11-10,832.67,USD,B085
LE-0006488,ORD-006512,2025-05-14,194.61,USD,B086
LE-0006489,ORD-011705,2025-07-07,372.68,USD,B087
LE-0006490,ORD-002783,2025-08-28,824.63,USD,B088
LE-0006491,ORD-005677,2025-01-04,808.46,USD,B089
LE-0006492,ORD-004672,2025-02-26,52.53,USD,B090
LE-0006493,ORD-006093,2025-07-03,88.84,USD,B091
LE-0006494,ORD-007388,2025-02-19,134.20,USD,B092
LE-0006495,ORD-003062,2025-06-27,70.31,USD,B093
LE-0006496,ORD-004765,2025-08-19,718.09,USD,B094
LE-0006497,ORD-001342,2025-04-18,129.94,USD,B095
LE-0006498,ORD-007919,2025-02-26,13.52,USD,B096
